ツモ,対応地形数,使用ミノ,未使用ミノ,テト譜
JLSZJTO,25,TLJJSO;TLJJSZ;LJJSZO,Z;O;T,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8h0AtQ4ywC8g0BtR4wwD8g0Atglg0Q4E8ili0C8?JeAgWGAqyjFDqOBAA;v115@9gA8h0ywR4C8hlh0R4D8g0glg0BtE8g0glg0wwBtC8?JeAgWGA6/rtCqOBAA;v115@9gA8h0ywR4C8i0wwR4D8ilBtE8gli0BtC8JeAgWGA6?yjPC0/AAA;v115@9gA8Rpglh0R4C8ilg0R4D8i0BtE8Rph0BtC8JeAgWG?A6fntCMHBAA;v115@9gA8i0Q4ywC8Btg0R4wwD8ilg0Q4E8glBti0C8JeAg?WGAqyjFD0/AAA;v115@9gA8Q4Btg0ywC8R4BtglwwD8g0Q4ilE8l0C8JeAgWG?AqyjFD0/AAA;v115@9gA8hlywR4C8j0R4D8g0glg0BtE8g0glg0wwBtC8Je?AgWGA6fntCsOBAA;v115@9gA8i0glywC8h0AtglR4D8g0BtR4E8g0Atg0hlwwC8?JeAgWGAz3/VC0/AAA;v115@9gA8g0Rph0R4C8j0R4D8ilBtE8glRpg0BtC8JeAgWG?A6intCKHBAA;v115@9gA8h0BtywC8hlh0R4D8g0glg0R4E8g0glg0BtwwC8?JeAgWGAz/TPC6OBAA;v115@9gA8ilQ4ywC8i0R4wwD8Bth0Q4E8glBti0C8JeAgWG?AqHkPC0CBAA;v115@9gA8h0BtywC8g0ilR4D8i0R4E8g0glg0BtwwC8JeAg?WGAzf/VC6OBAA;v115@9gA8hlg0AtywC8h0BtR4D8g0glAtR4E8g0gli0wwC8?JeAgWGAzfjWCqOBAA;v115@9gA8Q4BtRph0C8R4Btglg0D8g0Q4ilE8i0Rpg0C8Je?AgWGAqyjPCaHBAA;v115@9gA8i0AtywC8hlBtR4D8g0glAtR4E8g0gli0wwC8Je?AgWGAzizPCqOBAA;v115@9gA8BtR4ywC8glBti0D8glR4h0E8hli0wwC8JeAgWG?Aq/TFDzOBAA;v115@9gA8ilg0ywC8Q4Bti0D8R4Btg0E8glQ4i0wwC8JeAg?WGAKtzPC0CBAA;v115@9gA8BtR4ywC8glR4i0D8glBth0E8hli0wwC8JeAgWG?Aq/rtC6OBAA;v115@9gA8RpR4Ath0C8g0R4Btg0D8i0AtglE8Rpilg0C8Je?AgWGAsfzPCTHBAA;v115@9gA8glg0BtywC8gli0R4D8i0R4E8hlg0BtwwC8JeAg?WGAz/TPC6OBAA;v115@9gA8ilg0ywC8Q4Bti0D8R4i0E8glQ4Btg0wwC8JeAg?WGAKtzPC0CBAA;v115@9gA8i0glywC8Btg0glR4D8g0BtR4E8i0hlwwC8JeAg?WGAKtjWCqOBAA;v115@9gA8h0AtglywC8g0BtglR4D8i0R4E8g0Atg0hlwwC8?JeAgWGAz/TFDqOBAA
JITZSOJ,7,TIJJSZ;TIJSZO,O;J,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8RpywR4C8i0wwR4D8Rpg0BtE8zhBtC8JeAgWGAa?ujPCUHBAA;v115@9gA8RpywR4C8zhR4D8i0BtE8Rpg0wwBtC8JeAgWGA6?vLMCvOBAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8RpBtwwR4C8i0ywD8Rpg0BtE8zhR4C8JeAgWGAp?uPFDPNBAA
JLSZJOT,22,TLJJSO;TLJJSZ;LJJSZO,Z;O;T,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8h0AtQ4ywC8g0BtR4wwD8g0Atglg0Q4E8ili0C8?JeAgWGAqyjFDqOBAA;v115@9gA8h0ywR4C8hlh0R4D8g0glg0BtE8g0glg0wwBtC8?JeAgWGA6/rtCqOBAA;v115@9gA8Rpglh0R4C8ilg0R4D8i0BtE8Rph0BtC8JeAgWG?A6fntCMHBAA;v115@9gA8i0Q4ywC8Btg0R4wwD8ilg0Q4E8glBti0C8JeAg?WGAqyjFD0/AAA;v115@9gA8hlywR4C8j0R4D8g0glg0BtE8g0glg0wwBtC8Je?AgWGA6fntCsOBAA;v115@9gA8i0glywC8h0AtglR4D8g0BtR4E8g0Atg0hlwwC8?JeAgWGAz3/VC0/AAA;v115@9gA8g0Rph0R4C8j0R4D8ilBtE8glRpg0BtC8JeAgWG?A6intCKHBAA;v115@9gA8h0BtywC8hlh0R4D8g0glg0R4E8g0glg0BtwwC8?JeAgWGAz/TPC6OBAA;v115@9gA8h0BtywC8g0ilR4D8i0R4E8g0glg0BtwwC8JeAg?WGAzf/VC6OBAA;v115@9gA8hlg0AtywC8h0BtR4D8g0glAtR4E8g0gli0wwC8?JeAgWGAzfjWCqOBAA;v115@9gA8ilRph0C8Q4BtRpg0D8R4i0E8glQ4Bth0C8JeAg?WGAKtzPCvCBAA;v115@9gA8Q4BtRph0C8R4Btglg0D8g0Q4ilE8i0Rpg0C8Je?AgWGAqyjPCaHBAA;v115@9gA8i0AtywC8hlBtR4D8g0glAtR4E8g0gli0wwC8Je?AgWGAzizPCqOBAA;v115@9gA8BtR4ywC8glBti0D8glR4h0E8hli0wwC8JeAgWG?Aq/TFDzOBAA;v115@9gA8ilg0ywC8Q4Bti0D8R4Btg0E8glQ4i0wwC8JeAg?WGAKtzPC0CBAA;v115@9gA8BtR4ywC8glR4i0D8glBth0E8hli0wwC8JeAgWG?Aq/rtC6OBAA;v115@9gA8RpR4Ath0C8g0R4Btg0D8i0AtglE8Rpilg0C8Je?AgWGAsfzPCTHBAA;v115@9gA8glg0BtywC8gli0R4D8i0R4E8hlg0BtwwC8JeAg?WGAz/TPC6OBAA;v115@9gA8ilg0ywC8Q4Bti0D8R4i0E8glQ4Btg0wwC8JeAg?WGAKtzPC0CBAA;v115@9gA8i0glywC8Btg0glR4D8g0BtR4E8i0hlwwC8JeAg?WGAKtjWCqOBAA;v115@9gA8h0AtglywC8g0BtglR4D8i0R4E8g0Atg0hlwwC8?JeAgWGAz/TFDqOBAA
JITZOSJ,8,TIJJSZ;TIJJZO;TIJSZO;TJJSZO,O;S;J;I,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8RpywR4C8i0wwR4D8Rpg0BtE8zhBtC8JeAgWGAa?ujPCUHBAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8BtR4ywC8h0zhD8g0BtRpE8g0R4RpwwC8JeAgWG?AvPNFDzOBAA;v115@9gA8ywRpR4C8h0zhD8g0BtRpE8g0wwBtR4C8JeAgWG?A6PFgCzOBAA;v115@9gA8i0BtR4C8Rpg0wwBtD8RpywE8zhR4C8JeAgWGAp?+aFDKNBAA;v115@9gA8RpBtwwR4C8i0ywD8Rpg0BtE8zhR4C8JeAgWGAp?uPFDPNBAA
JLSZOJT,16,TLJJSO;TLJJSZ;TLJJZO;LJJSZO,Z;O;S;T,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8ilh0R4C8glRpg0R4D8g0RpBtE8j0BtC8JeAgWG?A6vaPCzCBAA;v115@9gA8h0AtQ4ywC8g0BtR4wwD8g0Atglg0Q4E8ili0C8?JeAgWGAqyjFDqOBAA;v115@9gA8h0ywR4C8hlh0R4D8g0glg0BtE8g0glg0wwBtC8?JeAgWGA6/rtCqOBAA;v115@9gA8Rpglh0R4C8ilg0R4D8i0BtE8Rph0BtC8JeAgWG?A6fntCMHBAA;v115@9gA8i0Q4ywC8Btg0R4wwD8ilg0Q4E8glBti0C8JeAg?WGAqyjFD0/AAA;v115@9gA8i0glywC8h0AtglR4D8g0BtR4E8g0Atg0hlwwC8?JeAgWGAz3/VC0/AAA;v115@9gA8k0R4C8glRpg0R4D8glRpBtE8hlh0BtC8JeAgWG?A6yaPCz/AAA;v115@9gA8g0Rph0R4C8j0R4D8ilBtE8glRpg0BtC8JeAgWG?A6intCKHBAA;v115@9gA8hlg0AtywC8h0BtR4D8g0glAtR4E8g0gli0wwC8?JeAgWGAzfjWCqOBAA;v115@9gA8ilRph0C8Q4BtRpg0D8R4i0E8glQ4Bth0C8JeAg?WGAKtzPCvCBAA;v115@9gA8Q4BtRph0C8R4Btglg0D8g0Q4ilE8i0Rpg0C8Je?AgWGAqyjPCaHBAA;v115@9gA8i0AtywC8hlBtR4D8g0glAtR4E8g0gli0wwC8Je?AgWGAzizPCqOBAA;v115@9gA8RpR4Ath0C8g0R4Btg0D8i0AtglE8Rpilg0C8Je?AgWGAsfzPCTHBAA;v115@9gA8i0glywC8Btg0glR4D8g0BtR4E8i0hlwwC8JeAg?WGAKtjWCqOBAA;v115@9gA8h0AtglywC8g0BtglR4D8i0R4E8g0Atg0hlwwC8?JeAgWGAz/TFDqOBAA
JITOZSJ,9,TIJJZO;TIJSZO;TJJSZO;TIJJSO,S;J;I;Z,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8g0BtQ4ywC8i0R4wwD8RpBtQ4E8RpzhC8JeAgWG?AJ3jPC0XBAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8BtR4ywC8h0zhD8g0BtRpE8g0R4RpwwC8JeAgWG?AvPNFDzOBAA;v115@9gA8i0BtR4C8Rpg0wwR4D8RpywE8zhBtC8JeAgWGAp?+ytCqXBAA;v115@9gA8i0BtR4C8Rpg0wwBtD8RpywE8zhR4C8JeAgWGAp?+aFDKNBAA;v115@9gA8RpBtwwR4C8i0ywD8Rpg0BtE8zhR4C8JeAgWGAp?uPFDPNBAA;v115@9gA8h0BtwwR4C8g0RpywD8g0RpBtE8zhR4C8JeAgWG?AJHmPCaNBAA
JLSOZJT,7,TLJJSO;TLJJSZ;TLJJZO;LJJSZO,Z;O;S;T,v115@9gA8ilh0R4C8glRpg0R4D8g0RpBtE8j0BtC8JeAgWG?A6vaPCzCBAA;v115@9gA8h0AtQ4ywC8g0BtR4wwD8g0Atglg0Q4E8ili0C8?JeAgWGAqyjFDqOBAA;v115@9gA8h0ywR4C8hlh0R4D8g0glg0BtE8g0glg0wwBtC8?JeAgWGA6/rtCqOBAA;v115@9gA8i0Q4ywC8Btg0R4wwD8ilg0Q4E8glBti0C8JeAg?WGAqyjFD0/AAA;v115@9gA8j0AtR4C8glRpi0D8glRpBtE8hlg0AtR4C8JeAg?WGAMnPFDz/AAA;v115@9gA8Q4BtRph0C8R4Btglg0D8g0Q4ilE8i0Rpg0C8Je?AgWGAqyjPCaHBAA;v115@9gA8h0AtglywC8g0BtglR4D8i0R4E8g0Atg0hlwwC8?JeAgWGAz/TFDqOBAA
JIOTZSJ,11,TIJSZO;TJJSZO;TIJJSO,J;I;Z,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8whg0ywR4C8whi0R4D8whRpBtE8whRpwwBtC8Je?AgWGAaXltCqOBAA;v115@9gA8g0BtQ4ywC8i0R4wwD8RpBtQ4E8RpzhC8JeAgWG?AJ3jPC0XBAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8BtR4ywC8h0zhD8g0BtRpE8g0R4RpwwC8JeAgWG?AvPNFDzOBAA;v115@9gA8zhywC8h0BtR4D8g0RpBtE8g0RpR4wwC8JeAgWG?Av3ntCU+AAA;v115@9gA8i0BtR4C8Rpg0wwR4D8RpywE8zhBtC8JeAgWGAp?+ytCqXBAA;v115@9gA8i0BtR4C8Rpg0wwBtD8RpywE8zhR4C8JeAgWGAp?+aFDKNBAA;v115@9gA8RpBtwwR4C8i0ywD8Rpg0BtE8zhR4C8JeAgWGAp?uPFDPNBAA;v115@9gA8h0BtwwR4C8g0RpywD8g0RpBtE8zhR4C8JeAgWG?AJHmPCaNBAA
JLOSZJT,8,TLJJSO;TLJJSZ;TLJJZO;LJJSZO,Z;O;S;T,v115@9gA8ilh0R4C8glRpg0R4D8g0RpBtE8j0BtC8JeAgWG?A6vaPCzCBAA;v115@9gA8h0AtQ4ywC8g0BtR4wwD8g0Atglg0Q4E8ili0C8?JeAgWGAqyjFDqOBAA;v115@9gA8h0ywR4C8hlh0R4D8g0glg0BtE8g0glg0wwBtC8?JeAgWGA6/rtCqOBAA;v115@9gA8i0Q4ywC8Btg0R4wwD8ilg0Q4E8glBti0C8JeAg?WGAqyjFD0/AAA;v115@9gA8k0R4C8Rph0R4D8RpglBtE8ilg0BtC8JeAgWGA6?yaPCz/AAA;v115@9gA8j0AtR4C8glRpi0D8glRpBtE8hlg0AtR4C8JeAg?WGAMnPFDz/AAA;v115@9gA8Q4BtRph0C8R4Btglg0D8g0Q4ilE8i0Rpg0C8Je?AgWGAqyjPCaHBAA;v115@9gA8h0glg0AtR4C8ili0D8g0RpBtE8g0RpAtR4C8Je?AgWGAv/TFDKNBAA
JOLSZJT,7,TLJJSO;TLJJSZ;TLJJZO;LJJSZO,Z;O;S;T,v115@9gA8ilh0R4C8glRpg0R4D8g0RpBtE8j0BtC8JeAgWG?A6vaPCzCBAA;v115@9gA8h0AtQ4ywC8g0BtR4wwD8g0Atglg0Q4E8ili0C8?JeAgWGAqyjFDqOBAA;v115@9gA8h0ywR4C8hlh0R4D8g0glg0BtE8g0glg0wwBtC8?JeAgWGA6/rtCqOBAA;v115@9gA8i0Q4ywC8Btg0R4wwD8ilg0Q4E8glBti0C8JeAg?WGAqyjFD0/AAA;v115@9gA8j0AtR4C8glRpi0D8glRpBtE8hlg0AtR4C8JeAg?WGAMnPFDz/AAA;v115@9gA8Q4BtRph0C8R4Btglg0D8g0Q4ilE8i0Rpg0C8Je?AgWGAqyjPCaHBAA;v115@9gA8h0glg0AtR4C8ili0D8g0RpBtE8g0RpAtR4C8Je?AgWGAv/TFDKNBAA
JOLZSJT,9,TLJJSO;TLJJSZ;TLJJZO;LJJSZO,Z;O;S;T,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8ilh0R4C8glRpg0R4D8g0RpBtE8j0BtC8JeAgWG?A6vaPCzCBAA;v115@9gA8h0AtQ4ywC8g0BtR4wwD8g0Atglg0Q4E8ili0C8?JeAgWGAqyjFDqOBAA;v115@9gA8h0ywR4C8hlh0R4D8g0glg0BtE8g0glg0wwBtC8?JeAgWGA6/rtCqOBAA;v115@9gA8Rpglh0R4C8ilg0R4D8i0BtE8Rph0BtC8JeAgWG?A6fntCMHBAA;v115@9gA8ilh0R4C8Rph0R4D8Rpg0BtE8gli0BtC8JeAgWG?A6vaPCzCBAA;v115@9gA8j0glR4C8i0AtR4D8RpBtglE8RpAtg0hlC8JeAg?WGAvHkPCs/AAA;v115@9gA8j0AtR4C8glRpi0D8glRpBtE8hlg0AtR4C8JeAg?WGAMnPFDz/AAA;v115@9gA8h0glg0AtR4C8ili0D8g0RpBtE8g0RpAtR4C8Je?AgWGAv/TFDKNBAA
JLOZSJT,14,TLJJSO;TLJJSZ;TLJJZO;LJJSZO,Z;O;S;T,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8ilh0R4C8glRpg0R4D8g0RpBtE8j0BtC8JeAgWG?A6vaPCzCBAA;v115@9gA8Rpi0R4C8Rph0R4D8ilBtE8gli0BtC8JeAgWGA6?iPPCTHBAA;v115@9gA8h0AtQ4ywC8g0BtR4wwD8g0Atglg0Q4E8ili0C8?JeAgWGAqyjFDqOBAA;v115@9gA8h0ywR4C8hlh0R4D8g0glg0BtE8g0glg0wwBtC8?JeAgWGA6/rtCqOBAA;v115@9gA8Rpglh0R4C8ilg0R4D8i0BtE8Rph0BtC8JeAgWG?A6fntCMHBAA;v115@9gA8k0R4C8Rph0R4D8RpglBtE8ilg0BtC8JeAgWGA6?yaPCz/AAA;v115@9gA8ilh0R4C8Rph0R4D8Rpg0BtE8gli0BtC8JeAgWG?A6vaPCzCBAA;v115@9gA8k0R4C8glRpg0R4D8glRpBtE8hlh0BtC8JeAgWG?A6yaPCz/AAA;v115@9gA8g0Rph0R4C8j0R4D8ilBtE8glRpg0BtC8JeAgWG?A6intCKHBAA;v115@9gA8j0AtR4C8glRpi0D8glRpBtE8hlg0AtR4C8JeAg?WGAMnPFDz/AAA;v115@9gA8h0glg0AtR4C8ili0D8g0RpBtE8g0RpAtR4C8Je?AgWGAv/TFDKNBAA;v115@9gA8RpR4Ath0C8g0R4Btg0D8i0AtglE8Rpilg0C8Je?AgWGAsfzPCTHBAA;v115@9gA8RpR4i0C8RpBth0D8ilBtE8glR4i0C8JeAgWGAs?3PPCPNBAA
JTLSOZJ,6,TLJJSO;TLJSZO;TLJJSZ;TLJJZO,Z;J;O;S,v115@9gA8h0Ath0R4C8g0Btg0R4D8g0Atglg0wwE8ilywC8?JeAgWGA0yjPC6/AAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8h0AtQ4ywC8g0BtR4wwD8g0Atglg0Q4E8ili0C8?JeAgWGAqyjFDqOBAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8i0Q4ywC8Btg0R4wwD8ilg0Q4E8glBti0C8JeAg?WGAqyjFD0/AAA;v115@9gA8Q4Btg0ywC8R4BtglwwD8g0Q4ilE8l0C8JeAgWG?AqyjFD0/AAA
JTLOSZJ,3,TLJJSO;TLJSZO;TLJJSZ;TLJJZO,Z;J;O;S,v115@9gA8h0Ath0R4C8g0Btg0R4D8g0Atglg0wwE8ilywC8?JeAgWGA0yjPC6/AAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8Q4Btg0ywC8R4BtglwwD8g0Q4ilE8l0C8JeAgWG?AqyjFD0/AAA
JTOLSZJ,3,TLJJSO;TLJSZO;TLJJSZ;TJJSZO,Z;J;O;L,v115@9gA8h0Ath0R4C8g0Btg0R4D8g0Atglg0wwE8ilywC8?JeAgWGA0yjPC6/AAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8Q4Btg0ywC8R4BtglwwD8g0Q4ilE8l0C8JeAgWG?AqyjFD0/AAA
JOTLSZJ,1,TLJJSO;TLJSZO;TLJJSZ;TJJSZO,Z;J;O;L,v115@9gA8Q4Btg0ywC8R4BtglwwD8g0Q4ilE8l0C8JeAgWG?AqyjFD0/AAA
JOTLSJZ,1,TLJJSO;TLJSZO;TLJJSZ;TJJSZO,Z;J;O;L,v115@9gA8h0glBtR4C8ilwwR4D8h0ywE8j0BtC8JeAgWGAq?+TWCqXBAA
JTOLSJZ,2,TLJJSO;TLJSZO;TLJJSZ;TJJSZO,Z;J;O;L,v115@9gA8Btglh0R4C8ilg0R4D8g0Btg0wwE8i0ywC8JeAg?WGA0vjPCsXBAA;v115@9gA8h0glBtR4C8ilwwR4D8h0ywE8j0BtC8JeAgWGAq?+TWCqXBAA
JTLOSJZ,4,TLJJSO;TLJSZO;TLJJSZ;TLJJZO;TJJSZO,Z;J;O;S;L,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8Btglh0R4C8ilg0R4D8g0Btg0wwE8i0ywC8JeAg?WGA0vjPCsXBAA;v115@9gA8h0glBtR4C8ilwwR4D8h0ywE8j0BtC8JeAgWGAq?+TWCqXBAA
JOITZSJ,8,TIJSZO;TJJSZO;TIJJSO,J;I;Z,v115@9gA8whg0ywR4C8whi0R4D8whRpBtE8whRpwwBtC8Je?AgWGAaXltCqOBAA;v115@9gA8zhywC8i0R4wwD8Rpg0BtE8RpR4BtC8JeAgWGAa?nntCU+AAA;v115@9gA8zhywC8i0BtwwD8Rpg0R4E8RpR4BtC8JeAgWGAT?nPFDU+AAA;v115@9gA8g0BtQ4ywC8i0R4wwD8RpBtQ4E8RpzhC8JeAgWG?AJ3jPC0XBAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8BtR4ywC8h0zhD8g0BtRpE8g0R4RpwwC8JeAgWG?AvPNFDzOBAA;v115@9gA8zhywC8h0BtR4D8g0RpBtE8g0RpR4wwC8JeAgWG?Av3ntCU+AAA
JTLSOJZ,5,TLJJSO;TLJSZO;TLJJSZ;TLJJZO;TJJSZO,Z;J;O;S;L,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8Btglh0R4C8ilg0R4D8g0Btg0wwE8i0ywC8JeAg?WGA0vjPCsXBAA;v115@9gA8h0glBtR4C8ilwwR4D8h0ywE8j0BtC8JeAgWGAq?+TWCqXBAA
JOIZTSJ,9,TIJJSZ;TIJJZO;TIJSZO;TJJSZO;TIJJSO,O;S;J;I;Z,v115@9gA8whg0ywR4C8whi0R4D8whRpBtE8whRpwwBtC8Je?AgWGAaXltCqOBAA;v115@9gA8zhywC8i0R4wwD8Rpg0BtE8RpR4BtC8JeAgWGAa?nntCU+AAA;v115@9gA8zhywC8i0BtwwD8Rpg0R4E8RpR4BtC8JeAgWGAT?nPFDU+AAA;v115@9gA8g0BtQ4ywC8i0R4wwD8RpBtQ4E8RpzhC8JeAgWG?AJ3jPC0XBAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8BtR4ywC8h0zhD8g0BtRpE8g0R4RpwwC8JeAgWG?AvPNFDzOBAA;v115@9gA8zhywC8h0BtR4D8g0RpBtE8g0RpR4wwC8JeAgWG?Av3ntCU+AAA;v115@9gA8ywRpR4C8h0zhD8g0BtRpE8g0wwBtR4C8JeAgWG?A6PFgCzOBAA
JIOZTSJ,12,TIJJSZ;TIJJZO;TIJSZO;TJJSZO;TIJJSO,O;S;J;I;Z,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8whg0ywR4C8whi0R4D8whRpBtE8whRpwwBtC8Je?AgWGAaXltCqOBAA;v115@9gA8RpywR4C8i0wwR4D8Rpg0BtE8zhBtC8JeAgWGAa?ujPCUHBAA;v115@9gA8g0BtQ4ywC8i0R4wwD8RpBtQ4E8RpzhC8JeAgWG?AJ3jPC0XBAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8BtR4ywC8h0zhD8g0BtRpE8g0R4RpwwC8JeAgWG?AvPNFDzOBAA;v115@9gA8zhywC8h0BtR4D8g0RpBtE8g0RpR4wwC8JeAgWG?Av3ntCU+AAA;v115@9gA8ywRpR4C8h0zhD8g0BtRpE8g0wwBtR4C8JeAgWG?A6PFgCzOBAA;v115@9gA8i0BtR4C8Rpg0wwR4D8RpywE8zhBtC8JeAgWGAp?+ytCqXBAA;v115@9gA8i0BtR4C8Rpg0wwBtD8RpywE8zhR4C8JeAgWGAp?+aFDKNBAA;v115@9gA8h0BtwwR4C8g0RpywD8g0RpBtE8zhR4C8JeAgWG?AJHmPCaNBAA
JTLSJOZ,7,TLJJSO;TLJSZO;TLJJSZ;TLJJZO;TJJSZO,Z;J;O;S;L,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8BtilR4C8h0glywD8j0wwE8g0Btg0R4C8JeAgWG?Aq/VWCzXBAA;v115@9gA8Btglh0R4C8ilg0R4D8g0Btg0wwE8i0ywC8JeAg?WGA0vjPCsXBAA;v115@9gA8h0BtywC8hlh0R4D8g0glg0R4E8g0glg0BtwwC8?JeAgWGAz/TPC6OBAA;v115@9gA8h0glBtR4C8ilwwR4D8h0ywE8j0BtC8JeAgWGAq?+TWCqXBAA
JIZOTSJ,9,TIJJSZ;TIJJZO;TIJSZO;TJJSZO,O;S;J;I,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8whg0ywR4C8whi0R4D8whRpBtE8whRpwwBtC8Je?AgWGAaXltCqOBAA;v115@9gA8RpywR4C8i0wwR4D8Rpg0BtE8zhBtC8JeAgWGAa?ujPCUHBAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8BtR4ywC8h0zhD8g0BtRpE8g0R4RpwwC8JeAgWG?AvPNFDzOBAA;v115@9gA8ywRpR4C8h0zhD8g0BtRpE8g0wwBtR4C8JeAgWG?A6PFgCzOBAA;v115@9gA8zhywC8RpBtR4D8i0BtE8Rpg0R4wwC8JeAgWGAq?HcgCU+AAA;v115@9gA8h0BtwwR4C8g0RpywD8g0RpBtE8zhR4C8JeAgWG?AJHmPCaNBAA
